company_name,acc_year,dev_year,dev_lag,incurred_loss,cumulative_paid_loss,bulk_loss,net_ep,ye_1997_reserves
First American Specilaty Ins Co,1992,1998,7,0,0,0,0,161
First American Specilaty Ins Co,1992,1999,8,0,0,0,0,161
First American Specilaty Ins Co,1992,2000,9,0,0,0,0,161
First American Specilaty Ins Co,1992,2001,10,0,0,0,0,161
First American Specilaty Ins Co,1993,1993,1,0,0,0,0,161
First American Specilaty Ins Co,1993,1994,2,0,0,0,0,161
First American Specilaty Ins Co,1993,1995,3,0,0,0,0,161
First American Specilaty Ins Co,1993,1996,4,0,0,0,0,161
First American Specilaty Ins Co,1993,1997,5,0,0,0,0,161
First American Specilaty Ins Co,1993,1998,6,0,0,0,0,161
First American Specilaty Ins Co,1993,1999,7,0,0,0,0,161
First American Specilaty Ins Co,1993,2000,8,0,0,0,0,161
First American Specilaty Ins Co,1993,2001,9,0,0,0,0,161
First American Specilaty Ins Co,1993,2002,10,0,0,0,0,161
First American Specilaty Ins Co,1994,1994,1,0,0,0,0,161
First American Specilaty Ins Co,1994,1995,2,0,0,0,0,161
First American Specilaty Ins Co,1994,1996,3,0,0,0,0,161
First American Specilaty Ins Co,1994,1997,4,0,0,0,0,161
First American Specilaty Ins Co,1994,1998,5,0,0,0,0,161
First American Specilaty Ins Co,1994,1999,6,0,0,0,0,161
First American Specilaty Ins Co,1994,2000,7,0,0,0,0,161
First American Specilaty Ins Co,1994,2001,8,0,0,0,0,161
First American Specilaty Ins Co,1994,2002,9,0,0,0,0,161
First American Specilaty Ins Co,1994,2003,10,0,0,0,0,161
First American Specilaty Ins Co,1995,1995,1,0,0,0,0,161
First American Specilaty Ins Co,1995,1996,2,0,0,0,0,161
First American Specilaty Ins Co,1995,1997,3,0,0,0,0,161
First American Specilaty Ins Co,1995,1998,4,0,0,0,0,161
First American Specilaty Ins Co,1995,1999,5,0,0,0,0,161
First American Specilaty Ins Co,1995,2000,6,0,0,0,0,161
First American Specilaty Ins Co,1995,2001,7,0,0,0,0,161
First American Specilaty Ins Co,1995,2002,8,0,0,0,0,161
First American Specilaty Ins Co,1995,2003,9,0,0,0,0,161
First American Specilaty Ins Co,1995,2004,10,0,0,0,0,161
First American Specilaty Ins Co,1996,1996,1,110,6,104,179,161
First American Specilaty Ins Co,1996,1997,2,196,109,11,179,161
First American Specilaty Ins Co,1996,1998,3,153,135,8,179,161
First American Specilaty Ins Co,1996,1999,4,151,151,0,179,161
First American Specilaty Ins Co,1996,2000,5,152,152,0,179,161
First American Specilaty Ins Co,1996,2001,6,152,152,0,179,161
First American Specilaty Ins Co,1996,2002,7,152,152,0,179,161
First American Specilaty Ins Co,1996,2003,8,153,152,0,179,161
First American Specilaty Ins Co,1996,2004,9,152,152,0,179,161
First American Specilaty Ins Co,1996,2005,10,152,152,0,179,161
First American Specilaty Ins Co,1997,1997,1,83,15,13,380,161
First American Specilaty Ins Co,1997,1998,2,222,53,46,380,161
First American Specilaty Ins Co,1997,1999,3,197,169,28,380,161
First American Specilaty Ins Co,1997,2000,4,169,169,0,380,161
First American Specilaty Ins Co,1997,2001,5,169,169,0,380,161
First American Specilaty Ins Co,1997,2002,6,169,169,0,380,161
First American Specilaty Ins Co,1997,2003,7,171,169,1,380,161
First American Specilaty Ins Co,1997,2004,8,274,274,0,380,161
First American Specilaty Ins Co,1997,2005,9,300,274,26,380,161
First American Specilaty Ins Co,1997,2006,10,300,300,0,380,161
Center Mut Ins Co,1988,1988,1,132,21,49,102,162
Center Mut Ins Co,1988,1989,2,114,62,16,102,162
Center Mut Ins Co,1988,1990,3,87,62,0,102,162
Center Mut Ins Co,1988,1991,4,100,99,1,102,162
Center Mut Ins Co,1988,1992,5,99,99,0,102,162
Center Mut Ins Co,1988,1993,6,99,99,0,102,162
Center Mut Ins Co,1988,1994,7,99,99,0,102,162
Center Mut Ins Co,1988,1995,8,99,99,0,102,162
Center Mut Ins Co,1988,1996,9,99,99,0,102,162
Center Mut Ins Co,1988,1997,10,99,99,0,102,162
Center Mut Ins Co,1989,1989,1,93,32,42,107,162
Center Mut Ins Co,1989,1990,2,64,36,12,107,162
Center Mut Ins Co,1989,1991,3,59,49,10,107,162
Center Mut Ins Co,1989,1992,4,52,52,0,107,162
Center Mut Ins Co,1989,1993,5,52,52,0,107,162
Center Mut Ins Co,1989,1994,6,52,52,0,107,162
Center Mut Ins Co,1989,1995,7,52,52,0,107,162
Center Mut Ins Co,1989,1996,8,52,52,0,107,162
Center Mut Ins Co,1989,1997,9,52,52,0,107,162
Center Mut Ins Co,1989,1998,10,52,52,0,107,162
Center Mut Ins Co,1990,1990,1,68,10,53,97,162
Center Mut Ins Co,1990,1991,2,57,16,41,97,162
Center Mut Ins Co,1990,1992,3,16,16,0,97,162
Center Mut Ins Co,1990,1993,4,21,16,0,97,162
Center Mut Ins Co,1990,1994,5,34,29,0,97,162
Center Mut Ins Co,1990,1995,6,87,86,1,97,162
Center Mut Ins Co,1990,1996,7,86,86,0,97,162
Center Mut Ins Co,1990,1997,8,86,86,0,97,162
Center Mut Ins Co,1990,1998,9,86,86,0,97,162
Center Mut Ins Co,1990,1999,10,86,86,0,97,162
Center Mut Ins Co,1991,1991,1,60,13,45,99,162
Center Mut Ins Co,1991,1992,2,25,15,10,99,162
Center Mut Ins Co,1991,1993,3,52,15,37,99,162
Center Mut Ins Co,1991,1994,4,14,15,0,99,162
Center Mut Ins Co,1991,1995,5,15,15,0,99,162
Center Mut Ins Co,1991,1996,6,15,15,0,99,162
Center Mut Ins Co,1991,1997,7,15,15,0,99,162
Center Mut Ins Co,1991,1998,8,15,15,0,99,162
Center Mut Ins Co,1991,1999,9,15,15,0,99,162
Center Mut Ins Co,1991,2000,10,15,15,0,99,162
Center Mut Ins Co,1992,1992,1,109,12,86,101,162
Center Mut Ins Co,1992,1993,2,56,18,14,101,162
Center Mut Ins Co,1992,1994,3,62,24,13,101,162
Center Mut Ins Co,1992,1995,4,69,67,2,101,162
Center Mut Ins Co,1992,1996,5,67,67,0,101,162
Center Mut Ins Co,1992,1997,6,67,67,0,101,162
Center Mut Ins Co,1992,1998,7,67,67,0,101,162
Center Mut Ins Co,1992,1999,8,67,67,0,101,162
Center Mut Ins Co,1992,2000,9,67,67,0,101,162
Center Mut Ins Co,1992,2001,10,67,67,0,101,162
Center Mut Ins Co,1993,1993,1,63,15,46,96,162
Center Mut Ins Co,1993,1994,2,62,17,32,96,162
Center Mut Ins Co,1993,1995,3,59,32,20,96,162
Center Mut Ins Co,1993,1996,4,45,36,9,96,162
Center Mut Ins Co,1993,1997,5,36,36,0,96,162
Center Mut Ins Co,1993,1998,6,36,36,0,96,162
Center Mut Ins Co,1993,1999,7,37,37,0,96,162
Center Mut Ins Co,1993,2000,8,37,37,0,96,162
Center Mut Ins Co,1993,2001,9,37,37,0,96,162
Center Mut Ins Co,1993,2002,10,37,37,0,96,162
Center Mut Ins Co,1994,1994,1,92,14,65,92,162
Center Mut Ins Co,1994,1995,2,61,20,38,92,162
Center Mut Ins Co,1994,1996,3,24,20,0,92,162
Center Mut Ins Co,1994,1997,4,26,20,0,92,162
Center Mut Ins Co,1994,1998,5,25,20,0,92,162
Center Mut Ins Co,1994,1999,6,25,20,0,92,162
Center Mut Ins Co,1994,2000,7,25,20,0,92,162
Center Mut Ins Co,1994,2001,8,25,20,0,92,162
Center Mut Ins Co,1994,2002,9,24,20,0,92,162
Center Mut Ins Co,1994,2003,10,24,20,5,92,162
Center Mut Ins Co,1995,1995,1,54,6,48,88,162
Center Mut Ins Co,1995,1996,2,14,8,6,88,162
Center Mut Ins Co,1995,1997,3,47,8,39,88,162
Center Mut Ins Co,1995,1998,4,8,8,0,88,162
Center Mut Ins Co,1995,1999,5,8,8,0,88,162
Center Mut Ins Co,1995,2000,6,8,8,0,88,162
Center Mut Ins Co,1995,2001,7,8,8,0,88,162
Center Mut Ins Co,1995,2002,8,8,8,0,88,162
Center Mut Ins Co,1995,2003,9,8,8,0,88,162
Center Mut Ins Co,1995,2004,10,8,8,0,88,162
Center Mut Ins Co,1996,1996,1,108,15,73,88,162
Center Mut Ins Co,1996,1997,2,70,18,11,88,162
Center Mut Ins Co,1996,1998,3,75,41,27,88,162
Center Mut Ins Co,1996,1999,4,48,41,1,88,162
Center Mut Ins Co,1996,2000,5,47,44,3,88,162
Center Mut Ins Co,1996,2001,6,44,44,0,88,162
Center Mut Ins Co,1996,2002,7,44,44,0,88,162
Center Mut Ins Co,1996,2003,8,44,44,0,88,162
Center Mut Ins Co,1996,2004,9,44,44,0,88,162
Center Mut Ins Co,1996,2005,10,44,44,0,88,162
Center Mut Ins Co,1997,1997,1,72,10,38,88,162
Center Mut Ins Co,1997,1998,2,108,15,8,88,162
Center Mut Ins Co,1997,1999,3,83,47,20,88,162
Center Mut Ins Co,1997,2000,4,106,71,14,88,162
Center Mut Ins Co,1997,2001,5,78,72,0,88,162
Center Mut Ins Co,1997,2002,6,72,72,0,88,162
Center Mut Ins Co,1997,2003,7,77,71,0,88,162
Center Mut Ins Co,1997,2004,8,78,71,0,88,162
Center Mut Ins Co,1997,2005,9,72,71,1,88,162
Center Mut Ins Co,1997,2006,10,71,71,0,88,162
Gibraltar Natl Ins Co,1988,1988,1,0,0,0,0,100
Gibraltar Natl Ins Co,1988,1989,2,0,0,0,0,100
Gibraltar Natl Ins Co,1988,1990,3,0,0,0,0,100
Gibraltar Natl Ins Co,1988,1991,4,0,0,0,0,100
Gibraltar Natl Ins Co,1988,1992,5,0,0,0,0,100
Gibraltar Natl Ins Co,1988,1993,6,0,0,0,0,100
Gibraltar Natl Ins Co,1988,1994,7,0,0,0,0,100
Gibraltar Natl Ins Co,1988,1995,8,0,0,0,0,100
Gibraltar Natl Ins Co,1988,1996,9,0,0,0,0,100
Gibraltar Natl Ins Co,1988,1997,10,0,0,0,0,100
Gibraltar Natl Ins Co,1989,1989,1,0,0,0,32,100
Gibraltar Natl Ins Co,1989,1990,2,0,0,0,32,100
Gibraltar Natl Ins Co,1989,1991,3,0,0,0,32,100
Gibraltar Natl Ins Co,1989,1992,4,0,0,0,32,100
Gibraltar Natl Ins Co,1989,1993,5,0,0,0,32,100
Gibraltar Natl Ins Co,1989,1994,6,0,0,0,32,100
Gibraltar Natl Ins Co,1989,1995,7,0,0,0,32,100
Gibraltar Natl Ins Co,1989,1996,8,0,0,0,32,100
Gibraltar Natl Ins Co,1989,1997,9,0,0,0,32,100
Gibraltar Natl Ins Co,1989,1998,10,0,0,0,32,100
Gibraltar Natl Ins Co,1990,1990,1,0,0,0,88,100
Gibraltar Natl Ins Co,1990,1991,2,0,0,0,88,100
Gibraltar Natl Ins Co,1990,1992,3,0,0,0,88,100
Gibraltar Natl Ins Co,1990,1993,4,0,0,0,88,100
Gibraltar Natl Ins Co,1990,1994,5,0,0,0,88,100
Gibraltar Natl Ins Co,1990,1995,6,0,0,0,88,100
Gibraltar Natl Ins Co,1990,1996,7,0,0,0,88,100
Gibraltar Natl Ins Co,1990,1997,8,0,0,0,88,100
Gibraltar Natl Ins Co,1990,1998,9,0,0,0,88,100
Gibraltar Natl Ins Co,1990,1999,10,0,0,0,88,100
Gibraltar Natl Ins Co,1991,1991,1,0,0,0,95,100
Gibraltar Natl Ins Co,1991,1992,2,0,0,0,95,100
Gibraltar Natl Ins Co,1991,1993,3,0,0,0,95,100
Gibraltar Natl Ins Co,1991,1994,4,0,0,0,95,100
Gibraltar Natl Ins Co,1991,1995,5,0,0,0,95,100
Gibraltar Natl Ins Co,1991,1996,6,0,0,0,95,100
Gibraltar Natl Ins Co,1991,1997,7,0,0,0,95,100
Gibraltar Natl Ins Co,1991,1998,8,0,0,0,95,100
Gibraltar Natl Ins Co,1991,1999,9,0,0,0,95,100
Gibraltar Natl Ins Co,1991,2000,10,0,0,0,95,100
Gibraltar Natl Ins Co,1992,1992,1,0,0,0,112,100
Gibraltar Natl Ins Co,1992,1993,2,0,0,0,112,100
Gibraltar Natl Ins Co,1992,1994,3,0,0,0,112,100
Gibraltar Natl Ins Co,1992,1995,4,0,0,0,112,100
Gibraltar Natl Ins Co,1992,1996,5,0,0,0,112,100
Gibraltar Natl Ins Co,1992,1997,6,0,0,0,112,100
Gibraltar Natl Ins Co,1992,1998,7,0,0,0,112,100
Gibraltar Natl Ins Co,1992,1999,8,0,0,0,112,100
Gibraltar Natl Ins Co,1992,2000,9,0,0,0,112,100
Gibraltar Natl Ins Co,1992,2001,10,0,0,0,112,100
Gibraltar Natl Ins Co,1993,1993,1,9,9,0,99,100
Gibraltar Natl Ins Co,1993,1994,2,9,9,0,99,100
Gibraltar Natl Ins Co,1993,1995,3,58,9,49,99,100
Gibraltar Natl Ins Co,1993,1996,4,9,9,0,99,100
Gibraltar Natl Ins Co,1993,1997,5,9,9,0,99,100
Gibraltar Natl Ins Co,1993,1998,6,9,9,0,99,100
Gibraltar Natl Ins Co,1993,1999,7,9,9,0,99,100
Gibraltar Natl Ins Co,1993,2000,8,9,9,0,99,100
Gibraltar Natl Ins Co,1993,2001,9,9,9,0,99,100
Gibraltar Natl Ins Co,1993,2002,10,9,9,0,99,100
Gibraltar Natl Ins Co,1994,1994,1,0,0,0,72,100
Gibraltar Natl Ins Co,1994,1995,2,41,0,41,72,100
Gibraltar Natl Ins Co,1994,1996,3,40,0,40,72,100
Gibraltar Natl Ins Co,1994,1997,4,0,0,0,72,100
Gibraltar Natl Ins Co,1994,1998,5,0,0,0,72,100
Gibraltar Natl Ins Co,1994,1999,6,0,0,0,72,100
Gibraltar Natl Ins Co,1994,2000,7,0,0,0,72,100
Gibraltar Natl Ins Co,1994,2001,8,0,0,0,72,100
Gibraltar Natl Ins Co,1994,2002,9,0,0,0,72,100
Gibraltar Natl Ins Co,1994,2003,10,0,0,0,72,100
Gibraltar Natl Ins Co,1995,1995,1,89,0,89,156,100
Gibraltar Natl Ins Co,1995,1996,2,88,0,88,156,100
Gibraltar Natl Ins Co,1995,1997,3,92,0,92,156,100
Gibraltar Natl Ins Co,1995,1998,4,0,0,0,156,100
Gibraltar Natl Ins Co,1995,1999,5,0,0,0,156,100
Gibraltar Natl Ins Co,1995,2000,6,0,0,0,156,100
Gibraltar Natl Ins Co,1995,2001,7,0,0,0,156,100
Gibraltar Natl Ins Co,1995,2002,8,0,0,0,156,100
Gibraltar Natl Ins Co,1995,2003,9,0,0,0,156,100
Gibraltar Natl Ins Co,1995,2004,10,0,0,0,156,100
Gibraltar Natl Ins Co,1996,1996,1,4,0,4,6,100
Gibraltar Natl Ins Co,1996,1997,2,4,0,4,6,100
Gibraltar Natl Ins Co,1996,1998,3,4,0,4,6,100
Gibraltar Natl Ins Co,1996,1999,4,0,0,0,6,100
Gibraltar Natl Ins Co,1996,2000,5,0,0,0,6,100
Gibraltar Natl Ins Co,1996,2001,6,0,0,0,6,100
Gibraltar Natl Ins Co,1996,2002,7,0,0,0,6,100
Gibraltar Natl Ins Co,1996,2003,8,0,0,0,6,100
Gibraltar Natl Ins Co,1996,2004,9,0,0,0,6,100
Gibraltar Natl Ins Co,1996,2005,10,0,0,0,6,100
Gibraltar Natl Ins Co,1997,1997,1,4,0,4,6,100
Gibraltar Natl Ins Co,1997,1998,2,4,0,4,6,100
Gibraltar Natl Ins Co,1997,1999,3,4,0,4,6,100
Gibraltar Natl Ins Co,1997,2000,4,0,0,0,6,100
Gibraltar Natl Ins Co,1997,2001,5,0,0,0,6,100
Gibraltar Natl Ins Co,1997,2002,6,0,0,0,6,100
Gibraltar Natl Ins Co,1997,2003,7,0,0,0,6,100
Gibraltar Natl Ins Co,1997,2004,8,0,0,0,6,100
Gibraltar Natl Ins Co,1997,2005,9,0,0,0,6,100
Gibraltar Natl Ins Co,1997,2006,10,0,0,0,6,100
Sirius Amer Ins Co,1988,1988,1,1379,186,984,2256,5477
Sirius Amer Ins Co,1988,1989,2,1627,608,653,2256,5477
Sirius Amer Ins Co,1988,1990,3,1610,808,398,2256,5477
Sirius Amer Ins Co,1988,1991,4,1662,1014,286,2256,5477
Sirius Amer Ins Co,1988,1992,5,1559,1156,164,2256,5477
Sirius Amer Ins Co,1988,1993,6,1443,1289,38,2256,5477
Sirius Amer Ins Co,1988,1994,7,1421,1319,-5,2256,5477
Sirius Amer Ins Co,1988,1995,8,1463,1375,-2,2256,5477
Sirius Amer Ins Co,1988,1996,9,1521,1412,36,2256,5477
Sirius Amer Ins Co,1988,1997,10,1546,1452,43,2256,5477
Sirius Amer Ins Co,1989,1989,1,1496,314,997,2168,5477
Sirius Amer Ins Co,1989,1990,2,1530,461,691,2168,5477
Sirius Amer Ins Co,1989,1991,3,1550,695,452,2168,5477
Sirius Amer Ins Co,1989,1992,4,1486,830,307,2168,5477
Sirius Amer Ins Co,1989,1993,5,1361,1142,65,2168,5477
Sirius Amer Ins Co,1989,1994,6,1311,1201,-8,2168,5477
Sirius Amer Ins Co,1989,1995,7,1339,1243,-3,2168,5477
Sirius Amer Ins Co,1989,1996,8,1391,1289,38,2168,5477
Sirius Amer Ins Co,1989,1997,9,1352,1261,36,2168,5477
Sirius Amer Ins Co,1989,1998,10,1368,1213,130,2168,5477
Sirius Amer Ins Co,1990,1990,1,1397,283,747,1650,5477
Sirius Amer Ins Co,1990,1991,2,1223,376,523,1650,5477
Sirius Amer Ins Co,1990,1992,3,1069,513,264,1650,5477
Sirius Amer Ins Co,1990,1993,4,1084,789,61,1650,5477
Sirius Amer Ins Co,1990,1994,5,1003,874,-8,1650,5477
Sirius Amer Ins Co,1990,1995,6,1032,943,-3,1650,5477
Sirius Amer Ins Co,1990,1996,7,1094,998,23,1650,5477
Sirius Amer Ins Co,1990,1997,8,1193,1084,62,1650,5477
Sirius Amer Ins Co,1990,1998,9,1201,1150,31,1650,5477
Sirius Amer Ins Co,1990,1999,10,1189,1189,0,1650,5477
Sirius Amer Ins Co,1991,1991,1,1073,301,607,1644,5477
Sirius Amer Ins Co,1991,1992,2,1062,320,489,1644,5477
Sirius Amer Ins Co,1991,1993,3,1097,811,101,1644,5477
Sirius Amer Ins Co,1991,1994,4,942,882,-14,1644,5477
Sirius Amer Ins Co,1991,1995,5,1017,935,-3,1644,5477
Sirius Amer Ins Co,1991,1996,6,1072,976,22,1644,5477
Sirius Amer Ins Co,1991,1997,7,1091,1012,39,1644,5477
Sirius Amer Ins Co,1991,1998,8,1090,1025,45,1644,5477
Sirius Amer Ins Co,1991,1999,9,1053,1053,0,1644,5477
Sirius Amer Ins Co,1991,2000,10,853,853,0,1644,5477
Sirius Amer Ins Co,1992,1992,1,983,139,701,1409,5477
Sirius Amer Ins Co,1992,1993,2,1028,759,93,1409,5477
Sirius Amer Ins Co,1992,1994,3,1121,923,-17,1409,5477
Sirius Amer Ins Co,1992,1995,4,1063,1004,0,1409,5477
Sirius Amer Ins Co,1992,1996,5,1252,1067,68,1409,5477
Sirius Amer Ins Co,1992,1997,6,1278,1134,88,1409,5477
Sirius Amer Ins Co,1992,1998,7,1282,1164,88,1409,5477
Sirius Amer Ins Co,1992,1999,8,1214,1214,0,1409,5477
Sirius Amer Ins Co,1992,2000,9,1059,1059,0,1409,5477
Sirius Amer Ins Co,1992,2001,10,1059,1059,0,1409,5477
Sirius Amer Ins Co,1993,1993,1,845,133,555,1034,5477
Sirius Amer Ins Co,1993,1994,2,731,377,125,1034,5477
Sirius Amer Ins Co,1993,1995,3,720,421,23,1034,5477
Sirius Amer Ins Co,1993,1996,4,775,528,32,1034,5477
Sirius Amer Ins Co,1993,1997,5,786,621,34,1034,5477
Sirius Amer Ins Co,1993,1998,6,817,670,51,1034,5477
Sirius Amer Ins Co,1993,1999,7,784,784,0,1034,5477
Sirius Amer Ins Co,1993,2000,8,829,829,0,1034,5477
Sirius Amer Ins Co,1993,2001,9,829,829,0,1034,5477
Sirius Amer Ins Co,1993,2002,10,829,829,0,1034,5477
Sirius Amer Ins Co,1994,1994,1,700,52,514,1128,5477
Sirius Amer Ins Co,1994,1995,2,794,185,119,1128,5477
Sirius Amer Ins Co,1994,1996,3,918,379,130,1128,5477
Sirius Amer Ins Co,1994,1997,4,970,615,70,1128,5477
Sirius Amer Ins Co,1994,1998,5,1014,732,98,1128,5477
Sirius Amer Ins Co,1994,1999,6,997,997,0,1128,5477
Sirius Amer Ins Co,1994,2000,7,992,992,0,1128,5477
Sirius Amer Ins Co,1994,2001,8,992,992,0,1128,5477
Sirius Amer Ins Co,1994,2002,9,992,992,0,1128,5477
Sirius Amer Ins Co,1994,2003,10,992,992,0,1128,5477
Sirius Amer Ins Co,1995,1995,1,855,211,478,1410,5477
Sirius Amer Ins Co,1995,1996,2,968,273,364,1410,5477
Sirius Amer Ins Co,1995,1997,3,1013,518,126,1410,5477
Sirius Amer Ins Co,1995,1998,4,1132,761,60,1410,5477
Sirius Amer Ins Co,1995,1999,5,1186,1186,0,1410,5477
Sirius Amer Ins Co,1995,2000,6,1236,1236,0,1410,5477
Sirius Amer Ins Co,1995,2001,7,1236,1236,0,1410,5477
Sirius Amer Ins Co,1995,2002,8,1236,1236,0,1410,5477
Sirius Amer Ins Co,1995,2003,9,1236,1236,0,1410,5477
Sirius Amer Ins Co,1995,2004,10,1236,1236,0,1410,5477
Sirius Amer Ins Co,1996,1996,1,1265,523,527,1872,5477
Sirius Amer Ins Co,1996,1997,2,1543,891,197,1872,5477
Sirius Amer Ins Co,1996,1998,3,1607,1013,165,1872,5477
Sirius Amer Ins Co,1996,1999,4,1254,1254,0,1872,5477
Sirius Amer Ins Co,1996,2000,5,1221,1221,0,1872,5477
Sirius Amer Ins Co,1996,2001,6,1221,1221,0,1872,5477
Sirius Amer Ins Co,1996,2002,7,1221,1221,0,1872,5477
Sirius Amer Ins Co,1996,2003,8,1221,1221,0,1872,5477
Sirius Amer Ins Co,1996,2004,9,1221,1221,0,1872,5477
Sirius Amer Ins Co,1996,2005,10,1221,1221,0,1872,5477
Sirius Amer Ins Co,1997,1997,1,1235,260,775,1781,5477
Sirius Amer Ins Co,1997,1998,2,1319,646,319,1781,5477
Sirius Amer Ins Co,1997,1999,3,1173,1173,0,1781,5477
Sirius Amer Ins Co,1997,2000,4,1245,1245,0,1781,5477
Sirius Amer Ins Co,1997,2001,5,1245,1245,0,1781,5477
Sirius Amer Ins Co,1997,2002,6,1245,1245,0,1781,5477
Sirius Amer Ins Co,1997,2003,7,1245,1245,0,1781,5477
Sirius Amer Ins Co,1997,2004,8,1245,1245,0,1781,5477
Sirius Amer Ins Co,1997,2005,9,1246,1246,0,1781,5477
Sirius Amer Ins Co,1997,2006,10,1246,1246,0,1781,5477
Daily Underwriters Of Amer,1988,1988,1,0,0,0,0,0
Daily Underwriters Of Amer,1988,1989,2,0,0,0,0,0
Daily Underwriters Of Amer,1988,1990,3,0,0,0,0,0
Daily Underwriters Of Amer,1988,1991,4,0,0,0,0,0
Daily Underwriters Of Amer,1988,1992,5,0,0,0,0,0
Daily Underwriters Of Amer,1988,1993,6,0,0,0,0,0
Daily Underwriters Of Amer,1988,1994,7,0,0,0,0,0
Daily Underwriters Of Amer,1988,1995,8,0,0,0,0,0
Daily Underwriters Of Amer,1988,1996,9,0,0,0,0,0
Daily Underwriters Of Amer,1988,1997,10,0,0,0,0,0
Daily Underwriters Of Amer,1989,1989,1,0,0,0,0,0
Daily Underwriters Of Amer,1989,1990,2,0,0,0,0,0
Daily Underwriters Of Amer,1989,1991,3,0,0,0,0,0
Daily Underwriters Of Amer,1989,1992,4,0,0,0,0,0
Daily Underwriters Of Amer,1989,1993,5,0,0,0,0,0
Daily Underwriters Of Amer,1989,1994,6,0,0,0,0,0
Daily Underwriters Of Amer,1989,1995,7,0,0,0,0,0
Daily Underwriters Of Amer,1989,1996,8,0,0,0,0,0
Daily Underwriters Of Amer,1989,1997,9,0,0,0,0,0
Daily Underwriters Of Amer,1989,1998,10,0,0,0,0,0
Daily Underwriters Of Amer,1990,1990,1,0,0,0,0,0
Daily Underwriters Of Amer,1990,1991,2,0,0,0,0,0
Daily Underwriters Of Amer,1990,1992,3,0,0,0,0,0
Daily Underwriters Of Amer,1990,1993,4,0,0,0,0,0
Daily Underwriters Of Amer,1990,1994,5,0,0,0,0,0
Daily Underwriters Of Amer,1990,1995,6,0,0,0,0,0
Daily Underwriters Of Amer,1990,1996,7,0,0,0,0,0
Daily Underwriters Of Amer,1990,1997,8,0,0,0,0,0
Daily Underwriters Of Amer,1990,1998,9,0,0,0,0,0
Daily Underwriters Of Amer,1990,1999,10,0,0,0,0,0
Daily Underwriters Of Amer,1991,1991,1,0,0,0,0,0
Daily Underwriters Of Amer,1991,1992,2,0,0,0,0,0
Daily Underwriters Of Amer,1991,1993,3,0,0,0,0,0
Daily Underwriters Of Amer,1991,1994,4,0,0,0,0,0
Daily Underwriters Of Amer,1991,1995,5,0,0,0,0,0
Daily Underwriters Of Amer,1991,1996,6,0,0,0,0,0
Daily Underwriters Of Amer,1991,1997,7,0,0,0,0,0
Daily Underwriters Of Amer,1991,1998,8,0,0,0,0,0
Daily Underwriters Of Amer,1991,1999,9,0,0,0,0,0
Daily Underwriters Of Amer,1991,2000,10,0,0,0,0,0
Daily Underwriters Of Amer,1992,1992,1,0,0,0,0,0
Daily Underwriters Of Amer,1992,1993,2,0,0,0,0,0
Daily Underwriters Of Amer,1992,1994,3,0,0,0,0,0
Daily Underwriters Of Amer,1992,1995,4,0,0,0,0,0
Daily Underwriters Of Amer,1992,1996,5,0,0,0,0,0
Daily Underwriters Of Amer,1992,1997,6,0,0,0,0,0
Daily Underwriters Of Amer,1992,1998,7,0,0,0,0,0
Daily Underwriters Of Amer,1992,1999,8,0,0,0,0,0
Daily Underwriters Of Amer,1992,2000,9,0,0,0,0,0
Daily Underwriters Of Amer,1992,2001,10,0,0,0,0,0
Daily Underwriters Of Amer,1993,1993,1,0,0,0,0,0
Daily Underwriters Of Amer,1993,1994,2,0,0,0,0,0
Daily Underwriters Of Amer,1993,1995,3,0,0,0,0,0
Daily Underwriters Of Amer,1993,1996,4,0,0,0,0,0
Daily Underwriters Of Amer,1993,1997,5,0,0,0,0,0
Daily Underwriters Of Amer,1993,1998,6,0,0,0,0,0
Daily Underwriters Of Amer,1993,1999,7,0,0,0,0,0
Daily Underwriters Of Amer,1993,2000,8,0,0,0,0,0
Daily Underwriters Of Amer,1993,2001,9,0,0,0,0,0
Daily Underwriters Of Amer,1993,2002,10,0,0,0,0,0
Daily Underwriters Of Amer,1994,1994,1,0,0,0,0,0
Daily Underwriters Of Amer,1994,1995,2,0,0,0,0,0
Daily Underwriters Of Amer,1994,1996,3,0,0,0,0,0
Daily Underwriters Of Amer,1994,1997,4,0,0,0,0,0
Daily Underwriters Of Amer,1994,1998,5,0,0,0,0,0
Daily Underwriters Of Amer,1994,1999,6,0,0,0,0,0
Daily Underwriters Of Amer,1994,2000,7,0,0,0,0,0
Daily Underwriters Of Amer,1994,2001,8,0,0,0,0,0
Daily Underwriters Of Amer,1994,2002,9,0,0,0,0,0
Daily Underwriters Of Amer,1994,2003,10,0,0,0,0,0
Daily Underwriters Of Amer,1995,1995,1,0,0,0,0,0
Daily Underwriters Of Amer,1995,1996,2,0,0,0,0,0
Daily Underwriters Of Amer,1995,1997,3,0,0,0,0,0
Daily Underwriters Of Amer,1995,1998,4,0,0,0,0,0
Daily Underwriters Of Amer,1995,1999,5,0,0,0,0,0
Daily Underwriters Of Amer,1995,2000,6,0,0,0,0,0
Daily Underwriters Of Amer,1995,2001,7,0,0,0,0,0
Daily Underwriters Of Amer,1995,2002,8,0,0,0,0,0
Daily Underwriters Of Amer,1995,2003,9,0,0,0,0,0
Daily Underwriters Of Amer,1995,2004,10,0,0,0,0,0
Daily Underwriters Of Amer,1996,1996,1,0,0,0,0,0
Daily Underwriters Of Amer,1996,1997,2,0,0,0,0,0
